Mebol, 101 FW, 101 TC, 101 TW, 102 FC, 102 FW, 102 TC, 102 TW, 103 FC, 103 FW, 103 TC, 103 TW, 104 FC, 104 FW, 104 TC, 104 TW, 105 FC, 105 FW, 105 TC, 105 TW, 110 FC, 110 FW, 110 TC, 110 TW, 111 FC, 111 FW, 111 TC, 111 TW, 112 FC, 112 FW, 112 TC, 112 TW, 113 FC, 113 FW, 113 TC, 113 TW, 114 FC, 114 FW, 114 TC, 114 TW, 124 FC, 124 FW, 124 NB FC, 124 TC, 124 TW, 125 FC, 125 FW, 125 TC, 125 TW, 126 FC, 126 FW, 126 TC, 126 TW, 127 FC, 127 FW, 127 TC, 127 TW, 128 FC, 128 FW, 128 TC, 128 TW, 201 FC, 201 FW, 201 TC, 201 TW, 202 FC, 202 FW, 202 TC, 202 TW, 203 FC, 203 FW, 203 TC, 203 TW, 204 FC, 204 FW, 204 TC, 204 TW, 205 FC, 205 FW, 205 TC, 205 TW, 210 FC, 210 FW, 210 TC, 210 TW, 211 FC, 211 FW, 211 TC, 211 TW, 212 FC, 212 FW, 212 TC, 212 TW, 213 FC, 213 FW, 213 TC, 213 TW, 214 FC, 214 FW, 214 NB FW, 214 TC, 214 TW, 215 FC, 215 FW, 215 TC, 215 TW, 216 FC, 216 FW, 216 TC, 216 TW, 217 FC, 217 FW, 217 TC, 217 TW, 218 FC, 218 FW, 218 TC, 218 TW, 219 FC, 219 FW, 219 TC, 219 TW, 226 FC, 226 FW, 226 TC, 226 TW, 227 FC, 227 FW, 227 TC, 227 TW, 228 FC, 228 FW, 228 TC, 228 TW, 229 FC, 229 FW, 229 TC, 229 TW, 230 FC, 230 FW, 230 TC, 230 TW,101 FC
MG 20:4 [M+H-H2O]+_2511,NAN,1370,NAN,NAN,NAN,1417,NAN,1669,NAN,1276,NAN,NAN,NAN,NAN,NAN,1654,NAN,1438,NAN,NAN,NAN,NAN,NAN,1448,NAN,1649,NAN,1486,NAN,1409,NAN,2096,NAN,1403,NAN,1214,NAN,NAN,NAN,2000,NAN,1633,2134,NAN,1596,NAN,1634,NAN,1169,NAN,1516,NAN,NAN,NAN,NAN,NAN,1362,NAN,1450,NAN,1175,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1398,NAN,1115,NAN,1474,NAN,1129,NAN,1098,NAN,1260,NAN,1047,NAN,1568,NAN,1609,NAN,1522,NAN,1215,NAN,1392,NAN,1427,NAN,1337,NAN,1127,NAN,NAN,1437,NAN,1296,NAN,1283,NAN,1414,NAN,1190,NAN,1413,NAN,1688,NAN,1511,NAN,1623,NAN,1355,NAN,1928,1015,1779,NAN,1386,NAN,1583,NAN,1721,NAN,NAN,NAN,NAN,NAN,1521,NAN,1300,NAN,1334,NAN,1603,NAN,1364
MG 22:6 [M+H-H2O]+_1837,NAN,1437,NAN,1753,NAN,2901,NAN,NAN,NAN,NAN,NAN,1840,NAN,1410,NAN,2859,NAN,2299,NAN,3023,NAN,1404,NAN,1441,NAN,1957,NAN,1328,NAN,1947,NAN,2807,NAN,2437,1772,3799,NAN,1786,1024,2056,NAN,1507,2179,NAN,2158,NAN,1990,NAN,1917,NAN,1802,NAN,1830,NAN,1416,NAN,2006,NAN,1443,NAN,1582,NAN,1193,NAN,NAN,NAN,1445,NAN,1560,NAN,1374,NAN,2057,NAN,1516,NAN,1961,NAN,2118,NAN,NAN,NAN,1717,NAN,1825,NAN,2229,NAN,2817,NAN,2754,NAN,2317,NAN,1846,NAN,NAN,NAN,NAN,1014,NAN,2084,NAN,1158,NAN,1613,NAN,1787,NAN,1790,NAN,1736,NAN,1571,NAN,2036,NAN,1859,NAN,1796,NAN,NAN,NAN,NAN,NAN,1219,NAN,1213,NAN,1935,NAN,2425,NAN,1661,NAN,1382,NAN,1037,NAN,1623,NAN,1264
MG 22:6 [M+H-H2O]+_1426,NAN,2870,NAN,1329,NAN,2126,NAN,2907,NAN,2211,NAN,2302,NAN,1129,NAN,3845,NAN,3327,NAN,NAN,NAN,NAN,NAN,2342,NAN,2843,NAN,1513,NAN,2054,NAN,3422,NAN,2473,1507,2466,NAN,1586,NAN,3424,NAN,2329,3309,NAN,3368,NAN,2904,NAN,2455,NAN,2330,NAN,1975,NAN,1342,NAN,2023,NAN,1984,NAN,2106,NAN,1176,NAN,1284,NAN,1373,NAN,3443,NAN,3576,NAN,1943,NAN,1637,NAN,2532,NAN,2648,NAN,3164,NAN,4677,1250,3363,NAN,3013,NAN,2661,NAN,2683,NAN,2025,NAN,1741,NAN,2084,NAN,NAN,2845,NAN,1821,NAN,1235,NAN,2739,NAN,2762,NAN,2512,NAN,2699,NAN,2799,NAN,2907,NAN,2521,NAN,3531,1284,2853,NAN,2132,NAN,2793,NAN,2001,NAN,1468,NAN,1718,NAN,2606,NAN,2272,NAN,2828,NAN,3070,NAN,2705
PC 32:0 [M+H]+_1568,NAN,NAN,NAN,NAN,NAN,NAN,5740,21037,NAN,NAN,NAN,NAN,NAN,16422,NAN,NAN,NAN,NAN,4435,21766,2797,9433,1981,NAN,NAN,NAN,5611,NAN,NAN,NAN,NAN,NAN,2055,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2600,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,5921,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,10582,NAN,3463,NAN,NAN,NAN,NAN,NAN,NAN,NAN,4405,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,21058,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2584,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,10826,NAN,2641,NAN,2575,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,16132
PC 32:0 [M+H]+_1490,NAN,NAN,4566,8987,2661,NAN,4674,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,3416,NAN,NAN,NAN,NAN,NAN,NAN,13878,4040,NAN,1961,NAN,NAN,NAN,2135,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,11583,NAN,2287,NAN,3145,NAN,2875,11182,NAN,NAN,NAN,NAN,NAN,NAN,4079,NAN,NAN,NAN,NAN,12545,NAN,NAN,5684,NAN,NAN,NAN,8760,NAN,NAN,NAN,4529,NAN,NAN,NAN,NAN,NAN,3508,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,7184,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,9283,13711,2624,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,4085,NAN,3574,NAN,NAN,NAN,3329,NAN,NAN,NAN,3928,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,9736,NAN,NAN,3782,NAN
PC 32:0 [M+H]+_1953,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,16809,NAN,16136,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,12777,NAN,NAN,NAN,NAN,NAN,NAN,12462,NAN,NAN,NAN,12623,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,17146,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,18057,NAN,21009,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
PC 32:0 [M+H]+_3794,4149,NAN,4577,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1190,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2141,NAN,2848,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1396,NAN,NAN,2234,NAN,NAN,NAN,NAN,NAN,1178,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2174,NAN,NAN,NAN,2857,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2140,NAN,NAN,NAN,NAN,NAN,NAN,NAN,3366,NAN,NAN,NAN,4863,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2288,NAN,NAN,NAN,NAN,NAN,2656,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2741,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2146,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,3180
PC 32:0 [M+H]+_2021,NAN,NAN,NAN,9643,NAN,NAN,NAN,NAN,NAN,NAN,3387,NAN,1609,NAN,5820,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2714,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,7556,NAN,NAN,NAN,NAN,NAN,NAN,1655,NAN,2198,NAN,NAN,NAN,NAN,NAN,NAN,7382,NAN,8925,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,4365,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2778,NAN,4643,NAN,NAN,NAN,NAN,NAN,NAN,1537,NAN,4496,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,8054,NAN,NAN,NAN,NAN,9372,NAN,NAN,NAN,NAN,1527,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2579,7412
PC 32:0 [M+H]+_1710,NAN,NAN,NAN,9702,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1661,10086,5768,NAN,NAN,9742,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2192,NAN,NAN,NAN,NAN,NAN,NAN,NAN,9765,1640,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2376,12445,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,12941,NAN,12742,NAN,NAN,NAN,NAN,4672,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,9620,NAN,12824,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1630,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,3670,NAN,NAN,NAN,3489,NAN,4624,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
PC 32:0 [M+H]+_1747,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,6515,NAN,NAN,NAN,17136,NAN,NAN,NAN,NAN,NAN,16451,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,13014,NAN,NAN,NAN,NAN,NAN,13100,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,16412,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,16534,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,16196,NAN,16306,10319,NAN,NAN,NAN,NAN,NAN
PC 32:0 [M+H]+_3181,NAN,NAN,NAN,9759,NAN,NAN,NAN,NAN,NAN,NAN,3021,NAN,NAN,NAN,5823,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,9594,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,10492,NAN,NAN,NAN,NAN,NAN,NAN,NAN,9574,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,8461,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1456,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
PC 32:0 [M+H]+_1878,NAN,NAN,NAN,NAN,1527,NAN,2372,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1618,NAN,NAN,3362,NAN,NAN,NAN,NAN,2166,NAN,NAN,NAN,1804,NAN,1346,NAN,4509,NAN,NAN,NAN,NAN,5825,NAN,NAN,NAN,1403,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2732,7691,2090,NAN,3529,7453,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,6113,1889,1261,NAN,3661,7394,NAN,NAN,NAN,8025,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2600,7409,NAN,NAN,2075,NAN,6026,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1519,NAN,NAN,NAN,NAN,5816,NAN,NAN,2032,NAN
PC 32:0 [M+H]+_3394,2587,NAN,2549,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1133,NAN,1769,NAN,NAN,NAN,NAN,NAN,1391,NAN,NAN,NAN,NAN,NAN,1200,NAN,NAN,NAN,1645,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1514,NAN,NAN,NAN,NAN,NAN,1337,NAN,1250,NAN,NAN,NAN,1260,NAN,1112,NAN,1942,NAN,1329,NAN,NAN,NAN,NAN,NAN,1501,NAN,1242,NAN,1207,NAN,NAN,NAN,NAN,NAN,1936,NAN,NAN,NAN,2280,NAN,1646,NAN,NAN,NAN,1727,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1320,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2148,NAN,NAN,NAN,1538,NAN,1927,NAN,1778,NAN,1592,NAN,1475,NAN,NAN,NAN,2118,NAN,2208,NAN,1614,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1407,2379
PC 32:0 [M+H]+_1476,3251,NAN,2658,NAN,2738,NAN,2155,NAN,2135,NAN,1391,NAN,1452,NAN,1824,NAN,3632,NAN,1520,NAN,1734,NAN,3150,NAN,1612,NAN,1564,2707,3417,NAN,2689,NAN,3813,NAN,2624,NAN,1337,NAN,2838,NAN,1396,NAN,NAN,2142,NAN,2609,NAN,1822,NAN,1232,NAN,2884,NAN,2219,NAN,NAN,NAN,2338,NAN,2710,NAN,3697,NAN,NAN,NAN,2954,NAN,2704,NAN,3508,NAN,2816,NAN,3195,NAN,2963,NAN,3424,NAN,4454,NAN,2611,NAN,NAN,NAN,2862,NAN,3596,NAN,3146,NAN,3092,NAN,2941,NAN,3361,NAN,3074,2468,NAN,2849,NAN,3482,NAN,2961,NAN,3998,NAN,3433,NAN,3503,NAN,3333,NAN,2961,NAN,3073,NAN,3181,NAN,NAN,NAN,3658,NAN,3367,NAN,2805,NAN,NAN,NAN,1654,NAN,3178,NAN,2304,NAN,NAN,NAN,1336,NAN,2444,NAN
PC 32:0 [M+H]+_2036,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,8932,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1375,NAN,2579,NAN,1627,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2142,NAN,NAN,NAN,NAN,NAN,NAN,1621,5670,2459,NAN,NAN,NAN,1686,NAN,NAN,NAN,1609,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2113,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,4354,NAN,NAN,7427,NAN,NAN,NAN,NAN,4576,NAN,NAN,6068,NAN,NAN,NAN,NAN,7267,2619,7301,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,6766,4571,NAN,NAN,5503,NAN,NAN,2230,NAN,NAN,5659,NAN,NAN,NAN,NAN
PC 32:0 [M+H]+_4114,NAN,NAN,1504,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1294,NAN,1137,NAN,NAN,1824,NAN,NAN,2178,NAN,NAN,NAN,NAN,NAN,1337,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1192,NAN,NAN,NAN,1149,NAN,NAN,NAN,1104,NAN,2355,NAN,1272,NAN,1040,NAN,NAN,NAN,1455,NAN,NAN,NAN,1457,NAN,NAN,NAN,1344,NAN,1995,NAN,NAN,NAN,NAN,NAN,1649,NAN,2141,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2212,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1205,NAN,1709,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1425,NAN,1520,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1347,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN
PC 32:0 [M+H]+_67,NAN,116564,40689,99405,NAN,124842,NAN,101755,NAN,107040,NAN,108257,NAN,105041,66685,117654,NAN,108360,NAN,104333,NAN,54657,11919,82613,NAN,114656,33756,92098,NAN,107795,NAN,111426,NAN,101483,69406,116834,NAN,106733,43058,109542,NAN,95697,92931,NAN,74580,NAN,100285,22920,97441,NAN,95746,NAN,95799,NAN,81968,NAN,86432,NAN,99434,NAN,120733,NAN,98645,NAN,81266,NAN,118885,73428,91610,NAN,113680,NAN,112082,NAN,112731,51219,110565,NAN,133415,NAN,71514,NAN,126209,56155,108249,54233,136633,49192,104831,NAN,119825,49592,132902,59145,121040,NAN,89810,NAN,NAN,105125,NAN,118598,NAN,120142,72739,114524,NAN,119437,NAN,102888,NAN,117788,NAN,108795,37082,123450,NAN,93753,NAN,125049,75687,122127,NAN,123611,NAN,99368,NAN,118610,73340,125936,NAN,117768,NAN,117285,NAN,118362,82291,93390,NAN,107924,NAN,83808
PC 32:0 [M+H]+_228,3490,NAN,6743,NAN,3727,27816,7139,22372,3288,23303,6989,22866,3057,NAN,11510,26048,3258,22849,NAN,20941,NAN,10118,NAN,NAN,2480,25115,6210,17966,3088,23996,5477,24087,2681,21520,12480,25195,NAN,22946,7445,22031,3587,19373,20518,3336,14236,4788,NAN,4027,20200,3373,20883,3576,19474,2955,NAN,NAN,17217,4238,NAN,3833,24417,2927,NAN,8534,15309,3466,26813,13273,19713,4436,25675,6458,25269,4788,25176,8697,23028,4721,31418,6060,13906,4287,30420,10216,24613,9568,31035,8462,24979,4688,29034,8979,30762,10163,28395,5758,17822,3887,3708,23663,9176,NAN,5470,28086,NAN,24554,3883,28107,4757,23293,4017,28590,5136,23965,6488,29403,5176,19780,4447,30271,14635,27930,4701,30362,5217,21354,5538,NAN,13235,NAN,NAN,NAN,NAN,24204,4808,NAN,15932,18205,4193,23158,5481,16824
PC 32:0 [M+H]+_642,NAN,11795,NAN,NAN,NAN,NAN,NAN,NAN,NAN,10609,NAN,10396,1539,9669,NAN,11795,1756,7878,NAN,NAN,NAN,NAN,NAN,7474,NAN,11398,NAN,NAN,NAN,11113,2586,NAN,NAN,10210,NAN,11232,NAN,NAN,NAN,10094,NAN,NAN,8063,NAN,NAN,NAN,NAN,NAN,9593,1571,NAN,NAN,8499,NAN,NAN,NAN,NAN,NAN,7866,NAN,12609,NAN,NAN,NAN,NAN,NAN,13508,NAN,NAN,2848,11418,NAN,NAN,2783,NAN,4404,10956,NAN,NAN,NAN,NAN,NAN,13609,4585,NAN,NAN,15032,NAN,11440,NAN,NAN,NAN,14349,NAN,14000,3271,NAN,2219,1526,10048,4771,10912,NAN,13418,NAN,NAN,NAN,13724,NAN,11223,2153,13093,NAN,NAN,NAN,13756,NAN,NAN,NAN,14865,NAN,13757,NAN,14198,2783,9099,NAN,11494,5910,11114,NAN,10713,1747,10546,NAN,9782,7225,NAN,NAN,11034,NAN,7874
PC 32:0 [M+H]+_467,NAN,23723,NAN,17830,NAN,NAN,3810,NAN,NAN,21537,NAN,NAN,NAN,NAN,NAN,NAN,NAN,21834,NAN,NAN,NAN,8060,NAN,NAN,NAN,22917,NAN,NAN,NAN,22623,NAN,22569,NAN,21203,NAN,NAN,NAN,20838,NAN,NAN,NAN,17637,19097,NAN,NAN,NAN,NAN,3443,18678,NAN,19006,NAN,17489,NAN,15128,NAN,NAN,NAN,NAN,3054,NAN,NAN,18402,NAN,12767,NAN,25221,9985,17611,NAN,23639,NAN,23879,NAN,NAN,NAN,NAN,4467,NAN,NAN,NAN,NAN,NAN,NAN,21758,NAN,30064,NAN,22430,3013,NAN,NAN,27170,NAN,NAN,3324,NAN,NAN,NAN,21897,NAN,24001,NAN,NAN,NAN,22604,NAN,NAN,NAN,NAN,NAN,NAN,NAN,21605,NAN,NAN,NAN,16505,NAN,NAN,NAN,25548,NAN,NAN,NAN,19220,NAN,NAN,NAN,NAN,NAN,21060,NAN,23307,3800,NAN,13008,16213,NAN,21651,NAN,NAN
PC 32:0 [M+H]+_681,4399,NAN,NAN,NAN,4901,NAN,9638,NAN,4232,NAN,11612,NAN,4576,NAN,NAN,NAN,4323,NAN,7634,NAN,NAN,NAN,2080,NAN,NAN,NAN,8897,NAN,3209,NAN,8007,NAN,3303,NAN,NAN,NAN,6938,NAN,11120,NAN,3471,NAN,NAN,3474,NAN,6069,NAN,NAN,NAN,3717,NAN,4484,NAN,NAN,NAN,8084,NAN,5280,NAN,4720,NAN,NAN,NAN,13972,NAN,4152,NAN,20720,NAN,5576,NAN,8793,NAN,6968,NAN,14261,NAN,6740,NAN,8488,NAN,5509,NAN,14929,NAN,13376,NAN,12181,NAN,7655,NAN,15270,NAN,14301,NAN,9172,NAN,4773,5167,NAN,14297,NAN,8828,NAN,NAN,NAN,4276,NAN,5785,NAN,5506,NAN,7012,NAN,9025,NAN,7728,NAN,5368,NAN,NAN,NAN,5742,NAN,6780,NAN,8972,NAN,NAN,NAN,4518,NAN,4583,NAN,6408,NAN,NAN,NAN,6423,NAN,9506,NAN
PC 32:0 [M+H]+_709,NAN,NAN,NAN,16211,3414,27723,NAN,21710,NAN,NAN,NAN,NAN,NAN,21851,NAN,NAN,NAN,21104,4751,20405,2696,NAN,1987,17071,NAN,NAN,5622,NAN,NAN,NAN,NAN,NAN,NAN,NAN,12511,NAN,4734,NAN,NAN,19849,NAN,16298,NAN,NAN,NAN,NAN,20287,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,6238,NAN,NAN,21485,3363,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,14964,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,4548,NAN,5707,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,4399,NAN,NAN,3346,NAN,NAN,21058,NAN,NAN,13534,NAN,NAN,NAN,4406,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,3324,NAN,NAN,NAN,NAN,25564,NAN,26614,2019,25416,3136,NAN,NAN,24962,NAN,NAN,NAN,NAN,NAN,16483
PC 32:0 [M+H]+_537,2393,16741,NAN,13286,NAN,NAN,NAN,NAN,2479,NAN,4624,NAN,2157,NAN,7462,NAN,2476,NAN,NAN,13861,1846,NAN,NAN,11698,1732,NAN,NAN,NAN,NAN,NAN,3372,NAN,NAN,NAN,8436,17271,2971,NAN,NAN,NAN,NAN,12528,NAN,NAN,NAN,NAN,13361,NAN,13591,2366,NAN,2543,NAN,1914,NAN,NAN,NAN,2892,13061,NAN,NAN,2441,12446,NAN,10301,2593,NAN,NAN,12629,2966,NAN,NAN,NAN,3541,NAN,6447,NAN,NAN,NAN,NAN,9136,2935,NAN,6817,NAN,6319,22384,5866,16155,3547,NAN,6498,21129,NAN,NAN,4025,11508,2692,2321,NAN,6160,NAN,3788,NAN,NAN,14768,NAN,NAN,NAN,NAN,2919,NAN,NAN,NAN,NAN,NAN,NAN,13146,NAN,NAN,10150,NAN,NAN,21825,3672,NAN,NAN,NAN,8891,17197,2253,16325,2199,15260,3286,NAN,NAN,NAN,3020,NAN,NAN,10983
PC 32:0 [M+H]+_740,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,3889,NAN,NAN,NAN,NAN,24614,NAN,NAN,2627,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,16158,2606,NAN,NAN,NAN,NAN,23507,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,1894,NAN,NAN,NAN,4354,NAN,NAN,NAN,NAN,13756,NAN,21116,NAN,NAN,NAN,23925,NAN,NAN,NAN,30238,NAN,NAN,NAN,NAN,NAN,NAN,NAN,23668,NAN,NAN,NAN,NAN,NAN,27330,NAN,26611,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,26457,NAN,NAN,NAN,25974,NAN,NAN,NAN,NAN,NAN,NAN,NAN,27510,NAN,NAN,NAN,29010,NAN,NAN,NAN,28501,NAN,NAN,NAN,NAN,NAN,NAN,NAN,21059,NAN,NAN,NAN,NAN,NAN,15548,NAN,21015,NAN,NAN
